지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
수재마을소공원,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 경주시 양북면 봉길리 58-6,경상북도 경주시 양북면 봉길리 58-6,35.736380,129.481800,330,100,Y,054-779-6508,,봉길지구,,,,미적용,,300,10,,,,경주시,054-779-6508,2019-06-30
대본초등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 경주시 감포읍 대본리 669-2,경상북도 경주시 감포읍 대본리 669-2,35.745290,129.483700,660,200,Y,054-779-6508,,대본지구,,,,미적용,,100,15,,,,경주시,054-779-6508,2019-06-30
대본3리 마을회관,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 경주시 감포읍 대본리 606-6,경상북도 경주시 감포읍 대본리 606-6,35.7466534259,129.485922137,165,50,Y,054-779-6508,,대본지구,,,,미적용,,100,15,,,,경주시,054-779-6508,2019-06-30
전망대횟집 앞 야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 경주시 감포읍 대본리 산172-2,경상북도 경주시 감포읍 대본리 산172-2,35.752770,129.491500,3300,1000,Y,054-779-6508,,대본지구,,,,미적용,,100,15,,,,경주시,054-779-6508,2019-06-30
감포관광단지 주차장,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 경주시 감포읍 대본리 42-1,경상북도 경주시 감포읍 대본리 42-1,35.765540,129.493300,9900,3000,Y,054-779-6508,,대본지구,,,,미적용,,100,15,,,,경주시,054-779-6508,2019-06-30
나정2리 마을회관 뒤 솔밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 경주시 감포읍 나정리 223-2,경상북도 경주시 감포읍 나정리 223-2,35.777644,129.492946,3300,1000,Y,054-779-6508,,나정지구,,,,미적용,,150,20,,,,경주시,054-779-6508,2019-06-30
나정1리 마을회관 앞 야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 경주시 감포읍 나정리 203,경상북도 경주시 감포읍 나정리 203,35.778900,129.491100,1650,500,Y,054-779-6508,,나정지구,,,,미적용,,180,15,,,,경주시,054-779-6508,2019-06-30
시드니 낚시마트 뒤 야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 경주시 감포읍 천촌리 105-2,경상북도 경주시 감포읍 천촌리 105-2,35.792703,129.494894,3300,1000,Y,054-779-6508,,나정지구,,,,미적용,,100,40,,,,경주시,054-779-6508,2019-06-30
전촌1리 마을회관,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 경주시 감포읍 천촌리 532-1,경상북도 경주시 감포읍 천촌리 532-1,35.792853,129.488369,165,50,Y,054-779-6508,,나정지구,,,,미적용,,550,15,,,,경주시,054-779-6508,2019-06-30
감포읍 주민복지회관,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 경주시 감포읍 천촌리 224,경상북도 경주시 감포읍 천촌리 224,35.798548,129.493692,1650,500,Y,054-779-6508,,감포지구,,,,적용,2등급,500,20,,,,경주시,054-779-6508,2019-06-30
감포읍 버스공용주차장,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 경주시 감포읍 전동리 115,경상북도 경주시 감포읍 전동리 115,35.803422,129.496596,1650,500,Y,054-779-6508,,감포지구,,,,미적용,,600,30,,,,경주시,054-779-6508,2019-06-30
감포읍사무소,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 경주시 감포읍 감포리 56-2,경상북도 경주시 감포읍 감포리 56-2,35.807396,129.501676,330,100,Y,054-779-6508,,감포지구,,,,미적용,,170,15,,,,경주시,054-779-6508,2019-06-30
감포초등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 경주시 감포읍 감포리 17,경상북도 경주시 감포읍 감포리 17,35.809598,129.502019,4290,1300,Y,054-779-6508,,감포지구,,,,미적용,,300,15,,,,경주시,054-779-6508,2019-06-30
감포중·고등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 경주시 감포읍 오류리 478-2,경상북도 경주시 감포읍 오류리 478-2,35.8101780313,129.507563933,4290,1300,Y,054-779-6508,,오류지구,,,,미적용,,350,20,,,,경주시,054-779-6508,2019-06-30
일출빌라 뒤 야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 경주시 감포읍 오류리 326-2,경상북도 경주시 감포읍 오류리 326-2,35.816212,129.511244857,3300,1000,Y,054-779-6508,,오류지구,,,,미적용,,200,20,,,,경주시,054-779-6508,2019-06-30
감포댐 입구,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 경주시 감포읍 오류리 산14-81,경상북도 경주시 감포읍 오류리 산14-81,35.836855,129.511997,3300,1000,Y,054-779-6508,,오류지구,,,,미적용,,150,12,,,,경주시,054-779-6508,2019-06-30
감포리조트펜션 주차장,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 경주시 감포읍 오류리 137,경상북도 경주시 감포읍 오류리 137,35.838173,129.518482638,1650,500,Y,054-779-6508,,오류지구,,,,미적용,,130,12,,,,경주시,054-779-6508,2019-06-30
두원리 버스승강장 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 장기면 두원리 523-15,경상북도 포항시 남구 장기면 두원리 523-15,35.843586,129.515796,181.5,55,Y,054-270-8282,,두원지구,,,,미적용,,193,8,,,,포항시,054-270-8282,2019-06-30
두원주유소 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 장기면 두원리 57-1,경상북도 포항시 남구 장기면 두원리 57-1,35.848910,129.518114,138.6,42,Y,054-270-8282,,두원지구,,,,미적용,,425,22,,,,포항시,054-270-8282,2019-06-30
계원주유소 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 장기면 계원리 324,경상북도 포항시 남구 장기면 계원리 324,35.861353,129.525361,155.1,47,Y,054-270-8282,,계원지구,,,,미적용,,240,16,,,,포항시,054-270-8282,2019-06-30
등대회식당 버스승강장,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 장기면 계원리 26-3,경상북도 포항시 남구 장기면 계원리 26-3,35.867752,129.530252,165,50,Y,054-270-8282,,계원지구,,,,미적용,,278,35,,,,포항시,054-270-8282,2019-06-30
양포초등학교 앞,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 포항시 남구 장기면 양포리 487-18,경상북도 포항시 남구 장기면 양포리 487-18,35.876275,129.513163,660,200,Y,054-270-8282,,양포지구,,,,미적용,,586,10,,,,포항시,054-270-8282,2019-06-30
신창리 400-1앞 도로 옆 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 장기면 신창리 400-1,경상북도 포항시 남구 장기면 신창리 400-1,35.884201,129.526961,214.5,65,Y,054-270-8282,,양포지구,,,,미적용,,640,25,,,,포항시,054-270-8282,2019-06-30
신창리 산405-7 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 장기면 신창리 479-4,경상북도 포항시 남구 장기면 신창리 479-4,35.885252,129.526631,99,30,Y,054-270-8282,,신창지구,,,,미적용,,200,19,,,,포항시,054-270-8282,2019-06-30
신창리 산 52번지 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 장기면 신창리 산52,경상북도 포항시 남구 장기면 신창리 산52,35.892180,129.522999,158.4,48,Y,054-270-8282,,신창지구,,,,미적용,,150,15,,,,포항시,054-270-8282,2019-06-30
신창리 산15-1 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 장기면 신창리 산13-1,경상북도 포항시 남구 장기면 신창리 산13-1,35.900656,129.525119,99,30,Y,054-270-8282,,신창지구,,,,미적용,,300,26,,,,포항시,054-270-8282,2019-06-30
영암리 버스승강장 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 장기면 영암리 101-2,경상북도 포항시 남구 장기면 영암리 101-2,35.903872,129.525903,128.7,39,Y,054-270-8282,,영암지구,,,,미적용,,215,18,,,,포항시,054-270-8282,2019-06-30
영암분교 앞,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 포항시 남구 장기면 영암리 344-2,경상북도 포항시 남구 장기면 영암리 344-2,35.9099047739,129.524977825,165,50,Y,054-270-8282,,영암지구,,,,미적용,,315,16,,,,포항시,054-270-8282,2019-06-30
대진주유소 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 장기면 대진리 87-3,경상북도 포항시 남구 장기면 대진리 87-3,35.923033,129.517386,66,20,Y,054-270-8282,,모포지구,,,,미적용,,420,17,,,,포항시,054-270-8282,2019-06-30
모포초등학교 앞,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 포항시 남구 장기면 모포리 94-2,경상북도 포항시 남구 장기면 모포리 94-2,35.934327,129.523437,66,20,Y,054-270-8282,,모포지구,,,,미적용,,500,10,,,,포항시,054-270-8282,2019-06-30
구평리 115-3 도로 옆 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 구룡포읍 구평리 115-3,경상북도 포항시 남구 구룡포읍 구평리 115-3,35.944838,129.533744,290.4,88,Y,054-270-8282,,구평지구,,,,미적용,,470,27,,,,포항시,054-270-8282,2019-06-30
장길리교회 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 구룡포읍 장길리 109-3,경상북도 포항시 남구 구룡포읍 장길리 109-3,35.954784,129.545322,108.9,33,Y,054-270-8282,,하정지구,,,,미적용,,425,20,,,,포항시,054-270-8282,2019-06-30
하정리 269번지 도로,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 구룡포읍 하정리 269,경상북도 포항시 남구 구룡포읍 하정리 269,35.965697,129.546723,99,30,Y,054-270-8282,,하정지구,,,,미적용,,320,15,,,,포항시,054-270-8282,2019-06-30
하정축양장 앞 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 구룡포읍 하정리 119-9,경상북도 포항시 남구 구룡포읍 하정리 119-9,35.970499,129.552429,99,30,Y,054-270-8282,,하정지구,,,,미적용,,710,13,,,,포항시,054-270-8282,2019-06-30
경상북도대수련원 앞 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 구룡포읍 하정리 31-3,경상북도 포항시 남구 구룡포읍 하정리 31-3,35.975646,129.550799,264,80,Y,054-270-8282,,병포지구,,,,미적용,,670,16,,,,포항시,054-270-8282,2019-06-30
"구, 포항과학기술고등학교 앞",지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 포항시 남구 구룡포읍 병포리 139-1,경상북도 포항시 남구 구룡포읍 병포리 139-1,35.9829759975,129.550220399,825,250,Y,054-270-8282,,병포지구,,,,미적용,,760,11,,,,포항시,054-270-8282,2019-06-30
동해초등학교 앞,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 포항시 남구 동해면 도구리 670,경상북도 포항시 남구 동해면 도구리 670,35.9879326873,129.441072365,171.6,52,Y,054-270-8282,,도구지구,,,,미적용,,460,11,,,,포항시,054-270-8282,2019-06-30
구룡포 초등학교 앞,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 포항시 남구 구룡포읍 구룡포리 765-1,경상북도 포항시 남구 구룡포읍 구룡포리 765-1,35.9909042493,129.551752854,1320,400,Y,054-270-8282,,구룡포지구,,,,미적용,,300,18,,,,포항시,054-270-8282,2019-06-30
충혼탑 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 구룡포읍 구룡포리 382-7,경상북도 포항시 남구 구룡포읍 구룡포리 382-7,35.991542,129.56083213,495,150,Y,054-270-8282,,구룡포지구,,,,미적용,,130,19,,,,포항시,054-270-8282,2019-06-30
구룡포중학교 앞,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 포항시 남구 구룡포읍 구룡포리 316,경상북도 포항시 남구 구룡포읍 구룡포리 316,35.992519,129.564518,1650,500,Y,054-270-8282,,구룡포지구,,,,미적용,,100,11,,,,포항시,054-270-8282,2019-06-30
해병대 북문 주변,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 일월동 675-1,경상북도 포항시 남구 일월동 675-1,35.994208,129.414684,330,100,Y,054-270-8282,,청림지구,,,,미적용,,1040,13,,,,포항시,054-270-8282,2019-06-30
임곡1리 버스승강장 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 동해면 임곡리 543-8,경상북도 포항시 남구 동해면 임곡리 543-8,35.994342,129.457558,66,20,Y,054-270-8282,,임곡지구,,,,미적용,,200,29,,,,포항시,054-270-8282,2019-06-30
호미로 395 도로,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 구룡포읍 구룡포리 331-18,경상북도 포항시 남구 구룡포읍 구룡포리 331-18,35.9942969349,129.565192838,825,250,Y,054-270-8282,,구룡포지구,,,,미적용,,160,10,,,,포항시,054-270-8282,2019-06-30
청림초등학교 앞,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 포항시 남구 청림동 950,경상북도 포항시 남구 청림동 950,35.995989964,129.404386795,660,200,Y,054-270-8282,,청림지구,,,,미적용,,1750,14,,,,포항시,054-270-8282,2019-06-30
해은사 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 구룡포읍 구룡포리 13-8,경상북도 포항시 남구 구룡포읍 구룡포리 13-8,35.997857,129.565305,1056,320,Y,054-270-8282,,구룡포지구,,,,미적용,,160,12,,,,포항시,054-270-8282,2019-06-30
MGM 그랜드모텔 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 구룡포읍 삼정리 489-2,경상북도 포항시 남구 구룡포읍 삼정리 489-2,36.000136,129.568510,198,60,Y,054-270-8282,,삼정지구,,,,미적용,,260,17,,,,포항시,054-270-8282,2019-06-30
청룡회관 입구,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 동해면 임곡리 309-3,경상북도 포항시 남구 동해면 임곡리 309-3,36.000437,129.461034,69.3,21,Y,054-270-8282,,임곡지구,,,,미적용,,300,33,,,,포항시,054-270-8282,2019-06-30
삼정2리 버스승강장 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 구룡포읍 삼정리 148-40,경상북도 포항시 남구 구룡포읍 삼정리 148-40,36.0054957711,129.574174,198,60,Y,054-270-8282,,삼정지구,,,,미적용,,186,20,,,,포항시,054-270-8282,2019-06-30
옛네식당 옆 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 동해면 입암리 666-2,경상북도 포항시 남구 동해면 입암리 666-2,36.007458,129.467198,69.3,21,Y,054-270-8282,,입암지구,,,,미적용,,180,33,,,,포항시,054-270-8282,2019-06-30
포스코수련원 앞,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 포항시 남구 구룡포읍 삼정리 95-3,경상북도 포항시 남구 구룡포읍 삼정리 95-3,36.009640,129.576731,264,80,Y,054-270-8282,,삼정지구,,,,미적용,,260,11,,,,포항시,054-270-8282,2019-06-30
